Station_Name,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI (Wh/m2)
Farasan - SWCC,16.692097,42.098767,01-12-2019 00:00,27.9,0.5,0,0,0,0,0,2029.3,164.7,398.2,4060.3,311.4,1122.4,288.1,468.4,0,0,78.6,3,1011,5,4425.7
Farasan - SWCC,16.692097,42.098767,01-01-2020 00:00,26.7,0.5,149,4,0.6,0,1.4,2129,528.8,459.7,3638.2,1087,1630.5,954.8,834.5,10.1,0.1,72.3,3,1013,5.1,4308.7
Farasan - SWCC,16.692097,42.098767,01-02-2020 00:00,26.8,0.5,187,4,3.6,0.1,1.8,2773.8,745.6,587.1,2876.3,1054.1,1542.4,1105.8,826.9,11.5,0.1,77.2,3,1012.1,5.1,4715.1
Farasan - SWCC,16.692097,42.098767,01-03-2020 00:00,28,0.5,201,4,3.6,0.1,1.8,4136.7,1284.3,1617.4,2097.6,1070.9,2166.6,1286.9,912.9,13.9,0.1,76.8,3,1008.7,5.1,5697.6
Farasan - SWCC,16.692097,42.098767,01-04-2020 00:00,30.3,0.5,174,4,3.4,0.1,1.5,6394.6,1344.8,729,0.9,0.3,2,1344.2,728.8,12.5,0.1,74.9,3,1007.3,5,6395.2
Farasan - SWCC,16.692097,42.098767,01-05-2020 00:00,33.1,0.5,231,4,3.5,0.1,1.7,6369.4,1323,448,0.3,0.2,0.4,1323,448,12.3,0.1,69.1,3,1005.5,5,6369.6
Farasan - SWCC,16.692097,42.098767,01-09-2020 00:00,33.2,0.5,218,3.7,3,0.1,1.8,2483.6,624.6,448.6,4366.3,1167.5,956.4,1275.7,307,12,0.1,73.9,3,1003.1,5,5849.7
Farasan - SWCC,16.692097,42.098767,01-10-2020 00:00,31.8,0.5,196,4,3,0.1,1.7,1654.5,391.9,176.1,5751.2,1257.7,385.5,1212.6,221.8,12.5,0.1,69.5,3,1007.3,5,5608
Farasan - SWCC,16.692097,42.098767,01-11-2020 00:00,29.4,0.5,136,4,3.4,0.1,1.7,1890.4,459.1,250,4170,1153.9,1116.8,1075,632.2,13.6,0.1,74.2,3,1010.2,5.1,4516
Farasan - SWCC,16.692097,42.098767,01-12-2020 00:00,27.8,0.5,139,4,3.5,0.1,1.8,1916.8,489.1,345,4141.7,1094.1,846.6,956.1,218.1,11.7,0.1,77.8,3,1011.4,5.1,4354
Farasan - SWCC,16.692097,42.098767,01-01-2021 00:00,26.3,0.5,127,4,3.6,0.1,1.7,2203.7,605.4,453.4,3635.5,1120.4,1229.6,1010.9,408.5,13.6,0.1,78,3,1011.7,5.1,4412.1
Farasan - SWCC,16.692097,42.098767,01-02-2021 00:00,26.3,0.5,161,4.1,3.7,0.1,1.8,2326.4,670.5,423.1,3596.9,1109.5,1400.8,1204.9,760.2,12,0.1,77,3.1,1011,5.3,4754.9
Farasan - SWCC,16.692097,42.098767,01-03-2021 00:00,28.1,0.5,142,4,3.5,0.1,1.7,2220.3,566.2,313.5,5150.2,1219.3,790.4,1317.8,365.7,11.2,0.1,75.4,3,1008.6,5.1,6018.8
Farasan - SWCC,16.692097,42.098767,01-04-2021 00:00,29.8,0.5,161,3.7,3.5,0.1,1.6,2461.4,699.3,550,4867,1272.8,1127.2,1358.7,340.7,12.5,0.1,72.9,3,1007.3,5,6227.9
Farasan - SWCC,16.692097,42.098767,01-05-2021 00:00,32.4,0.5,218,4,3.2,0.1,1.7,2516.2,772.6,535.4,4683.6,1303.5,1650.6,1401.6,768.7,11.2,0.1,70.1,3.1,1004.5,5.1,6185.8
Farasan - SWCC,16.692097,42.098767,01-07-2021 00:00,33.9,0.5,257,4,4.5,0.1,2.6,3023.3,731.6,501.6,2656.4,878.8,1204.9,1251.4,1074.1,17.1,0.1,65.7,3,1001,5,5243.7
Farasan - SWCC,16.692097,42.098767,01-08-2021 00:00,34,0.5,247,4,3.7,0.1,2.1,2857.8,278,492.9,2952.7,429,1277.9,534.4,950.9,15.7,0.1,69.8,3,1002,5,5280.7
Farasan - SWCC,16.692097,42.098767,01-09-2021 00:00,33.4,0.5,237,4,3.5,0.1,2,2661.9,662.9,386.8,3514.2,983.4,1020.5,1212.8,632.7,20.5,0.1,72.5,3,1003.1,5,5434.2
Farasan - SWCC,16.692097,42.098767,01-11-2021 00:00,30,0.5,165,4,2.8,0.1,1.7,1771,245.8,360.9,4685.4,488.7,707.7,496.6,202.3,10.7,0.1,71.6,3,1009.6,5.1,4738.7
Farasan - SWCC,16.692097,42.098767,01-12-2021 00:00,27.7,0.5,129,4,3.3,0.1,1.7,1834.2,188,287.3,4076.7,468.7,877.8,399.8,333.3,11.2,0.1,76,3,1011.8,5.1,4203
Al Khafji - SWCC,28.50676,48.455128,01-02-2017 00:00,12.5,0.5,328,4,3.5,0.1,1.8,1788.9,600.5,682.1,3785.9,1436.5,2283.8,1203.7,980.1,19.5,0.1,47.2,3,1019.5,5.1,3949.1
Al Khafji - SWCC,28.50676,48.455128,01-11-2017 00:00,21.5,0.5,321,4,3.3,0.1,1.4,1571.4,417.2,423.5,4407.1,1344,1922.4,887.6,808.9,12.3,0.1,48.1,3,1016.4,5.1,3938.1
Al Khafji - SWCC,28.50676,48.455128,01-03-2018 00:00,21.5,0.5,70,4,3.4,0.1,1.8,2206.8,93.8,582.5,5403.5,224.7,2195.6,219.3,1146.6,16.8,0.1,44.9,3,1013,5.1,5826
Al Khafji - SWCC,28.50676,48.455128,01-04-2018 00:00,24.3,0.5,81,4,3.7,0.1,2,3234.6,117.9,781.2,3462.7,224.6,2545.1,218.8,1350.3,16.8,0.1,51.3,3,1009.9,5.1,5838.9
Al Khafji - SWCC,28.50676,48.455128,01-05-2018 00:00,29.9,0.5,63,4,3,0.1,1.6,3162.2,123.9,883.3,4749.9,246.7,2666.9,236.3,1378.5,26.9,0.1,38.4,3,1006.9,5.1,6759.9
Al Khafji - SWCC,28.50676,48.455128,01-06-2018 00:00,34.8,0.5,343,4,3.8,0.1,1.7,3187.7,166.6,448,5639.7,289.8,1077,391.4,385.6,16.8,0.1,29.1,3,1000,5,7569
Al Khafji - SWCC,28.50676,48.455128,01-07-2018 00:00,36.4,0.5,334,3.7,4,0.1,1.8,2899.6,195.9,664.9,5875.5,467,1676.3,520.8,645.8,15.7,0.1,21.6,3,996.6,5,7416.9
Al Khafji - SWCC,28.50676,48.455128,01-03-2020 00:00,19.3,0.5,95,4,3.6,0.1,2,2138.4,578.7,725.9,5343.2,1574.9,2722,1220.2,1301.1,19.2,0.1,56.6,3,1012.8,5.1,5678.3
Al Khafji - SWCC,28.50676,48.455128,01-04-2020 00:00,24.3,0.5,78,3.7,3.5,0.1,1.7,3297.2,767,1443.9,3990.5,1616.5,2872.8,1413.1,1266.1,29.8,0.1,51.8,3,1009.8,5,6194.9
Al Khafji - SWCC,28.50676,48.455128,01-09-2020 00:00,33,0.5,111,4,2.7,0,1.2,1898.9,416.3,249.6,6518.8,1355.8,568.5,1289,297.2,9.6,0.1,40.8,3,1004.1,5,6394.5
Al Khafji - SWCC,28.50676,48.455128,01-10-2020 00:00,26.6,0.5,336,3.7,2.5,0,1.2,1368.7,341.8,285.9,6781.2,1388.6,825,1092.3,346.4,9.3,0.1,42.6,3,1011.6,5,5466.9
Al Khafji - SWCC,28.50676,48.455128,01-11-2020 00:00,22.4,0.5,125,4,3.6,0.1,1.6,1507.8,287.5,394.8,4169.5,917.5,2307.5,563.8,930.3,14.4,0.1,56.9,3,1015.9,5.1,3736.1
Al Khafji - SWCC,28.50676,48.455128,01-12-2020 00:00,15.5,0.5,298,4,3.1,0.1,1.5,1282.8,321.6,358.5,3681.1,1257.6,2465.9,756,1027.9,13.3,0.1,64.4,3,1019.5,5.1,3067.4
Al Khafji - SWCC,28.50676,48.455128,01-01-2021 00:00,13.9,0.5,320,4,2.9,0.1,1.6,1545.4,389,446.3,4379.7,1272.1,1859.9,824.8,594.3,13.3,0.1,53.9,3,1019.7,5.1,3791.6
Al Khafji - SWCC,28.50676,48.455128,01-02-2021 00:00,16,0.5,309,0,0,0,0.3,1477.9,392.6,436.7,5060.7,1540.8,2759.4,1092.3,1448.2,4.5,0,57.1,3,1017.6,5.1,4392.6
Al Khafji - SWCC,28.50676,48.455128,01-03-2021 00:00,20.1,0.5,0,0,0,0,0,2573.5,677.6,769.9,4760.7,1504.9,2248.3,1256.4,897.1,0,0,42.5,2.8,1013.2,5,5763.4
Al Khafji - SWCC,28.50676,48.455128,01-04-2021 00:00,25.6,0.5,0,0,0,0,0,2797.2,715.2,750.2,4953.7,1642.5,2627.5,1448.2,1394,0,0,34.3,3,1010.5,5,6385.6
Al Khafji - SWCC,28.50676,48.455128,01-05-2021 00:00,32.1,0.5,0,0,0,0,0,2642,696.3,680,6220.9,1619.2,2026.4,1518.9,877.3,0,0,26.7,3,1004.7,5,7342.1
Al Khafji - SWCC,28.50676,48.455128,01-07-2021 00:00,36.7,0.5,0,0,0,0,0,2200.3,468.2,422.8,7293,1635.5,1193.8,1531.1,446.8,0,0,30,3,996.9,5,7678.7
Al Khafji - SWCC,28.50676,48.455128,01-08-2021 00:00,35.8,0.5,0,0,0,0,0,2172.8,109.3,469.6,6851.9,250.9,1202.5,306.5,373.6,0,0,33.5,2.8,999.9,5,7239.3
Al Khafji - SWCC,28.50676,48.455128,01-09-2021 00:00,32.2,0.5,0,0,0,0,0,1749.5,483.3,377,6997.5,1492.8,879.7,1295.5,311.1,0,0,31.5,3,1003.5,5,6523
Al Khafji - SWCC,28.50676,48.455128,01-10-2021 00:00,27.6,0.5,0,0,0,0,0,1732.2,132,579.9,5432.1,227.1,1755.1,248.3,857.3,0,0,38.1,3,1011,5.1,5078.8
Riyadh - KSU,24.72359,46.61639,01-01-2017 00:00,16.9,0.5,53,4,1.9,0,1,1684,221,602.9,4945.2,509,2114.3,423,731.7,9.3,0.1,36.5,3,942.7,4.7,4379.7
Riyadh - KSU,24.72359,46.61639,01-02-2017 00:00,14.5,0.5,52,4,2,0,1.1,2240,468.7,600.9,3624.6,1368.2,2630.8,1173.9,1364.4,10.4,0.1,44.1,3,943.2,4.7,4482.8
Riyadh - KSU,24.72359,46.61639,01-03-2017 00:00,22.3,0.5,108,4,2.2,0,1,2825.4,736.2,649.9,3235.2,1233.1,2286.2,1276.6,1435.1,12.5,0.1,39.3,3,938.5,4.6,5128.6
Riyadh - KSU,24.72359,46.61639,01-04-2017 00:00,29.7,0.5,77,4,2.2,0,1.2,3292.8,863.5,645.6,4711.6,1387.9,2082,1549.4,1060.6,16.3,0.1,21.4,3,938.4,4.7,6876.9
Riyadh - KSU,24.72359,46.61639,01-05-2017 00:00,34.7,0.5,70,4,2.1,0,1.1,3808.4,953.1,713.8,4143.5,1126.8,1533.9,1513.6,610.5,16.5,0.1,19.2,3,935.5,4.7,7158.3
Riyadh - KSU,24.72359,46.61639,01-06-2017 00:00,37,0.5,22,4,2.3,0,1.4,2797.7,864.6,838,7017.4,1721.9,1796.2,1649.4,453.5,13.6,0.1,11.4,3,932,4.7,8177
Riyadh - KSU,24.72359,46.61639,01-09-2017 00:00,35.1,0.5,38,4.1,1.6,0,1.1,2054.9,209.7,339.6,6637.3,554.2,896.6,605.5,284.9,12.5,0.1,12.7,3.1,934.6,4.9,6742.2
Riyadh - KSU,24.72359,46.61639,01-10-2017 00:00,30.4,0.5,118,4,1.4,0,0.9,1745.2,128.1,340.7,6675.4,459,693.3,373.8,258.3,13.9,0,19.1,3,938.9,4.7,5978.9
Riyadh - KSU,24.72359,46.61639,01-11-2017 00:00,22.8,0.5,110,4,1.6,0,0.9,1577.4,139.3,393.1,5164.4,446.1,2104.7,328.7,944.1,9.1,0,35.5,3,941.8,4.7,4498.9
Riyadh - KSU,24.72359,46.61639,01-03-2018 00:00,25.9,0.5,100,4,1.9,0,1.1,2318.5,198.8,708,5733.3,513.6,2201.4,434.2,1009,12.3,0.1,23,3,939.4,4.7,6286.7
Riyadh - KSU,24.72359,46.61639,01-04-2018 00:00,26.9,0.5,195,4,2.2,0,1.2,3399.3,265,745.4,3434.4,348.9,1994.8,453.6,1467.3,20.5,0.1,33.4,3,936.7,4.7,6105.1
Riyadh - KSU,24.72359,46.61639,01-05-2018 00:00,33.1,0.5,208,4,2.2,0,1.2,3500.5,262.1,694.8,4557.7,389,1836.5,474.7,885.2,12.3,0.1,18.1,3,935.1,4.7,7141.6
Riyadh - KSU,24.72359,46.61639,01-06-2018 00:00,37.5,0.5,245,4,2.4,0.1,1.5,3191.4,245.8,657.6,5845.5,439.4,1336.3,484.8,342.5,14.9,0.1,12.6,3,931,4.7,7787.4
Riyadh - KSU,24.72359,46.61639,01-07-2018 00:00,38,0.5,243,3.7,2.2,0.1,1.4,2897.7,217.3,580.9,5911.1,474.3,1411.1,535.4,558.8,14.7,0.1,11.8,3,928.6,4.6,7549.8
Riyadh - KSU,24.72359,46.61639,01-08-2018 00:00,37,0.5,238,4,1.9,0,1.4,2459.3,183.9,599.9,6446.6,496.2,1349.2,463.1,317.5,13.3,0.1,13.3,3,930.3,4.7,7345.4
Riyadh - KSU,24.72359,46.61639,01-09-2018 00:00,36.4,0.5,272,4,1.7,0,1.3,2366.5,169.4,314.9,5812.3,420.4,800.1,410.3,327.9,12,0.1,14.3,3,934.6,4.7,6565.6
Riyadh - KSU,24.72359,46.61639,01-10-2018 00:00,29.1,0.5,129,3.7,1.5,0,1,2006.4,182.5,585,4792.2,422.3,2365.6,355.3,1260.9,12.3,0,30.6,3,940.2,4.7,5125
Riyadh - KSU,24.72359,46.61639,01-11-2018 00:00,21.3,0.5,58,3.7,1.9,0,1,1887.6,159.4,491.8,3492.5,370.2,1958.9,276.4,838.5,9.3,0,56.6,3,941.9,4.7,3889.5
Riyadh - KSU,24.72359,46.61639,01-12-2018 00:00,18.4,0.5,126,3.7,1.8,0,0.8,1442.7,122.8,355.2,4760.7,358.2,1460.8,261.8,531.2,8.3,0,50.5,3,943.5,4.7,3977.8
Riyadh - KSU,24.72359,46.61639,01-01-2019 00:00,18.2,0.5,206,3.7,1.9,0,1,2100.8,176.7,583.5,3592.9,351.9,1497.9,272.3,329.1,10.1,0.1,36.5,3,942.9,4.7,4125.2
Riyadh - KSU,24.72359,46.61639,01-02-2019 00:00,18.1,0.5,234,3.7,2.2,0,1.2,2046.4,171.4,705.8,4755,532.9,2392.3,348.7,856.9,14.1,0.1,36.8,3,941.6,4.6,4913.4
Riyadh - KSU,24.72359,46.61639,01-03-2019 00:00,21,0.5,214,3.7,2.4,0,1.1,2525.2,340.6,938.4,5356.4,619.6,2365.9,653.3,706.7,11.5,0.1,28,3,939.2,4.6,6189.1
Riyadh - KSU,24.72359,46.61639,01-04-2019 00:00,25.7,0.5,213,4,2.2,0,1.1,2922.9,600.7,751.1,4329.2,1163.2,2487.5,1206.7,1266.9,13.1,0.1,31.3,3,937.7,4.7,6199.7
Riyadh - KSU,24.72359,46.61639,01-05-2019 00:00,32.9,0.5,219,4,1.8,0,1.1,2962.2,723.2,667.8,4113.4,1397.2,2237.9,1467.7,1389.9,13.1,0.1,21.9,3,935.9,4.7,6209.3
Riyadh - KSU,24.72359,46.61639,01-06-2019 00:00,38,0.5,258,4,1.9,0,1.3,2606.6,782.8,744.4,6062.2,1466.9,1737.1,1501.3,525,14.7,0.1,12.3,3,932,4.7,7261.7
Riyadh - KSU,24.72359,46.61639,01-07-2019 00:00,38,0.5,241,4,2.3,0,1.5,2394.1,352.4,631.4,7027,1497.8,1389,1484.3,324.3,17.6,0.1,11.9,3,929,4.7,7737.8
Riyadh - KSU,24.72359,46.61639,01-08-2019 00:00,37.3,0.5,238,4,2,0,1.2,2176.6,176.7,520,7002.8,478.7,1178.3,458.6,341.8,12.3,0.1,12.4,3,930.4,4.7,7412.5
Riyadh - KSU,24.72359,46.61639,01-09-2019 00:00,35.9,0.5,273,4,1.7,0,1.1,2004.4,175.5,464.5,6547.9,479.2,1088.5,412.5,344.4,12,0.1,15.8,3,934,4.7,6639.2
Riyadh - KSU,24.72359,46.61639,01-10-2019 00:00,31.2,0.5,18,4,1.6,0,0.9,1800.2,139.4,391,5991.1,420.4,956.3,353.1,306.8,9.9,0,23.6,3,938.3,4.7,5614.5
Riyadh - KSU,24.72359,46.61639,01-11-2019 00:00,22.1,0.5,28,4,1.7,0,0.9,1703.6,142.7,450.6,4160.2,369.9,2256.1,291.8,1053.3,8.8,0,42.8,3,941.5,4.7,4052.7
Riyadh - KSU,24.72359,46.61639,01-12-2019 00:00,17.8,0.5,40,4,1.8,0,0.9,1288.7,122,448.8,5120.3,442.8,2220.7,269.5,726.1,9.3,0.1,46.3,3,942.3,4.7,3978.1
Riyadh - KSU,24.72359,46.61639,01-01-2020 00:00,14.8,0.5,252,4,1.8,0,1,1305.5,361.8,500.4,5841.8,1544,1791.7,984.5,855.5,9.1,0.1,40.8,3,942.8,4.7,4446.7
Riyadh - KSU,24.72359,46.61639,01-02-2020 00:00,19,0.5,50,4,2.2,0,1.1,2118.4,616.8,733,4982.2,1706,2228.3,1201.6,704.4,12.5,0.1,27.8,3,942.4,4.7,5154.1
Riyadh - KSU,24.72359,46.61639,01-03-2020 00:00,23.1,0.5,236,4,2,0,1.1,2676.4,698.2,742,5101,1523.1,2010.5,1294.4,741.3,10.9,0.1,24.9,3,938.4,4.7,6235.7
Riyadh - KSU,24.72359,46.61639,01-04-2020 00:00,28.4,0.5,32,4,2.3,0,1.1,3200.1,869.1,675.5,3992.3,1277.6,1827.8,1422.1,1006.5,13.1,0.1,29,3,936.7,4.7,6285.3
Riyadh - KSU,24.72359,46.61639,01-05-2020 00:00,33.5,0.5,276,4,2,0,1.1,3132.4,831.9,798.3,5272.8,1459.3,2160.6,1517.4,962.1,11.7,0.1,16.3,3,936.2,4.7,7182.2
Riyadh - KSU,24.72359,46.61639,01-09-2020 00:00,35.1,0.5,266,4,1.6,0,1.2,2016.9,547.9,442.2,6497.7,1506.8,1017.8,1351,262.1,14.1,0.1,15.2,3,934.1,4.7,6630.2
Riyadh - KSU,24.72359,46.61639,01-10-2020 00:00,27.8,0.5,259,4,1.4,0,0.9,1247.3,328.4,248.9,7725.2,1650.3,707.5,1226.7,295.7,9.1,0,17,3,939.5,4.7,5985.7
Riyadh - KSU,24.72359,46.61639,01-11-2020 00:00,23.5,0.5,58,4,1.8,0,1,1331.9,394.5,362.6,5734.9,1511.6,2170.6,1037.6,945.3,9.9,0.1,36.1,3,941.6,4.7,4530.7
Riyadh - KSU,24.72359,46.61639,01-12-2020 00:00,17.5,0.5,31,4,1.7,0,0.9,1489.7,433.2,475.4,4640.4,1309.5,1891.9,857.1,675.8,8.5,0,49,3,943.6,4.7,3933.7
Riyadh - KSU,24.72359,46.61639,01-01-2021 00:00,16.7,0.5,32,4,1.6,0,1,1550.3,433.7,431.9,5067,1395,1982.6,968.6,790.2,10.7,0,40.7,3,943.8,4.7,4327.6
Riyadh - KSU,24.72359,46.61639,01-02-2021 00:00,18.5,0.5,0,0,2,0,1.1,1799.3,588.6,708.3,5203.8,1754.1,2842.3,1181.2,1196.8,9.6,0.1,37.6,3,942.2,4.7,4880.6
Riyadh - KSU,24.72359,46.61639,01-03-2021 00:00,25.3,0.5,275,4,2.2,0,1.2,2866.7,820.2,671.8,4834,1227.3,1548.2,1349.9,584.7,12.8,0.1,20.6,3,939.3,4.7,6313.1
Riyadh - KSU,24.72359,46.61639,01-04-2021 00:00,29.6,0.5,269,3.7,1.9,0,1.3,3077.5,815.9,699.1,5034,1456.1,2061,1503.9,1045.2,13.6,0.1,16.8,3,938.1,4.7,6907.5
Riyadh - KSU,24.72359,46.61639,01-05-2021 00:00,35.5,0.5,349,4,1.8,0,1,2738.9,680.2,590.5,6268.5,1492.8,1543.3,1537.1,587.7,17.3,0,12.8,3,934.2,4.7,7581.9
Riyadh - KSU,24.72359,46.61639,01-07-2021 00:00,39.5,0.5,283,4,2,0,1.3,2563.7,584.7,395.9,6441,1544.2,1138.6,1551,485.6,12.8,0.1,16.3,3,928,4.6,7521.9
Riyadh - KSU,24.72359,46.61639,01-08-2021 00:00,38.6,0.5,275,3.7,1.8,0,1.2,2211.4,162,323.5,6769.8,440.7,776.6,440.7,216.9,13.1,0.1,13.5,3,930.7,4.6,7314.8
Riyadh - KSU,24.72359,46.61639,01-09-2021 00:00,34.3,0.5,262,4,2.1,0,1.4,1875.2,468.4,344.9,6940.9,1613.5,861.2,1387.9,293.7,12.3,0.1,15.4,3,933.7,4.7,6750.1
Riyadh - KSU,24.72359,46.61639,01-10-2021 00:00,30.8,0.5,325,4,1.6,0,1,1681.4,122.6,310.7,6241.3,418.8,993.3,363.1,432.7,11.2,0,20.7,3,939,4.7,5645.1
Riyadh - KSU,24.72359,46.61639,01-11-2021 00:00,23.7,0.5,307,4,1.5,0,0.9,1465.7,120.1,334.7,5656.9,405.6,1077.3,303,340.7,9.3,0,30.5,3,941.5,4.7,4651.8
Riyadh - KSU,24.72359,46.61639,01-12-2021 00:00,18.2,0.5,358,4,1.6,0,1,1528.9,138.4,472,4263.2,416.1,2235.1,273.9,866.6,9.3,0,37.3,3,943.2,4.7,3779.4
Jazan - University,16.96035,42.545865,01-01-2017 00:00,26.4,0.5,331,3.7,2.8,0.1,1.7,1898.2,503.2,463.7,4808.7,940,1208.1,946.5,228.5,9.9,0.1,75.7,3,1013.9,5,4845.9
Jazan - University,16.96035,42.545865,01-02-2017 00:00,26.6,0.6,344,4.8,3.1,0.1,1.7,2707,776.1,370.5,2575.1,1077.8,1401.3,1279.2,919.9,13.3,0.1,73.7,3.7,1013.3,6.2,4480.2
Jazan - University,16.96035,42.545865,01-09-2017 00:00,32.8,0.5,36,4,3,0.1,1.8,2719.6,191.2,261.6,4304,322.2,624.8,412.2,296.2,16.8,0.1,70.6,3,1005.7,5,6127.2
Jazan - University,16.96035,42.545865,01-10-2017 00:00,31.4,0.5,40,4,3,0.1,1.9,2056.1,144.2,281,5247.3,350.7,691.2,357.2,314.7,12,0.1,71.2,3,1009,5.1,5777.2
Jazan - University,16.96035,42.545865,01-11-2017 00:00,29.3,0.5,330,4,2.9,0.1,1.6,1890.4,152,274.7,4789.9,395.3,1013.4,386.6,421.2,10.1,0.1,68.3,3,1011.7,5.1,4930.5
Jazan - University,16.96035,42.545865,01-03-2018 00:00,28.2,0.5,359,4,3,0.1,1.9,2313.2,163.3,306.3,5432.7,389.8,839.5,427.6,332.1,11.5,0.1,69.3,3,1010.3,5.1,6358.3
Jazan - University,16.96035,42.545865,01-04-2018 00:00,30.8,0.5,29,4,3.2,0.1,1.8,2756.7,256.5,656.3,4729.8,387.9,1536.6,419.6,494.1,14.1,0.1,67.3,3,1007.8,5,6438.9
Jazan - University,16.96035,42.545865,01-05-2018 00:00,32.2,0.5,25,4,3.1,0.1,1.9,3065.2,233.3,598.7,4422.6,351.8,1161.5,409,294.4,11.5,0.1,65.3,3,1005.9,5,6626.3
Jazan - University,16.96035,42.545865,01-06-2018 00:00,33.4,0.5,38,4,3.4,0.1,2,3795.9,272.6,577.2,2355.7,300,1363.5,428.3,751.9,16.5,0.1,64.7,3,1003.3,5,5771.5
Jazan - University,16.96035,42.545865,01-07-2018 00:00,33.6,0.5,54,3.7,3.1,0.1,2.7,3912.7,246.7,285.8,1901.7,176.9,677.6,354.4,541.1,16.5,0.1,62.7,3,1003.3,5,5564.3
Jazan - University,16.96035,42.545865,01-08-2018 00:00,33.1,0.5,58,4,0.9,0.1,1.9,3454.5,227.2,324.6,2489.2,201.7,745.4,359.5,535.9,14.7,0.1,66.9,3,1003.9,5,5592.4
Jazan - University,16.96035,42.545865,01-09-2018 00:00,33.1,0.5,356,4,0.2,0,0.9,2776.4,193.3,341.3,4092,295,855.4,373.6,309.8,8.8,0,68.8,3,1006,5,6013.7
Jazan - University,16.96035,42.545865,01-10-2018 00:00,31,0.5,0,0,0,0,0,2103.8,153.1,410.8,4681.1,380.4,1523.5,350.7,956.9,0,0,69.3,3,1009.9,5,5312.8
Jazan - University,16.96035,42.545865,01-01-2019 00:00,26.5,0.5,0,0,0,0,0,2345.3,175.2,369,3542.5,290.4,1123.7,296.7,410.2,0,0,75.3,3,1014.3,5.1,4555
Jazan - University,16.96035,42.545865,01-02-2019 00:00,27.1,0.5,0,0,0,0,0,2780.7,195.1,329.4,3202.9,263.2,1103.9,330.5,500.1,0,0,72.5,3,1012.8,5.1,5009.4
Jazan - University,16.96035,42.545865,01-03-2019 00:00,28,0.5,0,0,0,0,0,2850.6,209.6,460.5,3932.9,321.2,1374,381.8,766.7,0,0,69.4,3,1011.3,5.1,5803.7
Jazan - University,16.96035,42.545865,01-04-2019 00:00,30.3,0.5,0,0,0,0,0,2973.3,692.2,648.3,4159.3,791.5,1500.6,1153.3,505.6,0,0,69.9,3,1008.8,5.1,6218.7
Jazan - University,16.96035,42.545865,01-05-2019 00:00,32.9,0.5,0,0,0,0,0,2598,607.4,464.2,4736.9,1157,975.6,1290,393.3,0,0,58.4,3,1007,5,6336.4
Jazan - University,16.96035,42.545865,01-06-2019 00:00,33.8,0.5,0,0,0,0,0,3270.2,778.2,466.9,3108.3,814.9,692.4,1245.3,458.5,0,0,66,3,1003.7,5,5858.4
Jazan - University,16.96035,42.545865,01-07-2019 00:00,33.8,0.5,0,0,0,0,0,3737.2,761.7,456,2264.7,258.2,1080,987.7,595.7,0,0,62.9,3,1002.2,5,5692.1
Jazan - University,16.96035,42.545865,01-08-2019 00:00,32.4,0.5,276,0,0,0,0.3,3286.6,225.2,469.4,2389.9,231.4,1299.2,398.2,1172.8,10.7,0,67.5,3,1004.8,5,5297
Jazan - University,16.96035,42.545865,01-09-2019 00:00,32.5,0.5,0,0,0,0,0,2756.8,210.5,464.3,3856.2,328.9,1142.7,384.5,568.2,0,0,68.1,3,1004.9,5,5832.6
Jazan - University,16.96035,42.545865,01-10-2019 00:00,30.9,0.5,0,0,0,0,0,1948.9,154.7,349.3,4979.8,383.2,1375.6,373.7,667.7,0,0,65.4,3,1009.4,5,5463.7
Jazan - University,16.96035,42.545865,01-11-2019 00:00,29.3,0.5,215,0,0,0,0,1881.3,156.2,371.9,4659,358.4,1320.7,319.1,710.9,11.5,0,63.9,3,1010.6,5.1,4841.9
Jazan - University,16.96035,42.545865,01-12-2019 00:00,27.8,0.5,350,0,0,0,0,1920.6,136.1,335,4072.9,332.9,1080.2,276.7,387,1.1,0,60.2,3,1012.5,5.1,4326.8
Jazan - University,16.96035,42.545865,01-01-2020 00:00,26.3,0.5,176,4,0.3,0,1.1,1938.8,473.3,422.8,4213.2,1255.2,1667.4,989.7,768.8,8.8,0,62.6,3,1014.6,5.1,4546.7
Jazan - University,16.96035,42.545865,01-02-2020 00:00,26.8,0.5,292,4,3.2,0.1,1.8,2796.9,760.6,551.6,3092.3,1043.1,1403,1109.3,611.5,11.5,0.1,63.9,3,1013.8,5.1,4908.3
Jazan - University,16.96035,42.545865,01-03-2020 00:00,28.1,0.5,23,3.8,3.3,0.1,1.8,2985.8,711.4,509,3471.4,1129.9,1595.4,1246.6,831.7,12.5,0.1,64.9,3,1010.4,5,5625.9
