Solar Resource Report for King Abdullah City for Atomic and Renewable Energy
King Faisal University Station
Selected Range: Jan 2017 to Dec 2021
Available Data within Range is Provided Below

Prepared By: King Abdullah City for Atomic and Renewable Energy
As part of the Renewable Resource Monitoring and Mapping (RRMM) Program

http://rratlas.kacare.gov.sa

Site,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),Wind Speed at 3m (std dev) Uncertainty (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv))
Al Ahsa - KFU,25.34616,49.5956,01/10/2019 00:00:00,32.5,0.5,,,,,,,1832.2,130.4,308.8,5212.3,339.2,631.7,5272.4,336.7,294.9,,,42.1,3,992.8,4.9
Al Ahsa - KFU,25.34616,49.5956,01/11/2019 00:00:00,23.3,0.5,319,3.7,1.4,0,0.9,,1743.9,62.5,430.3,4166.4,176.8,1968.6,4107.6,133.7,920.1,10.9,0,43.8,3,999,5
Al Ahsa - KFU,25.34616,49.5956,01/12/2019 00:00:00,19.1,0.5,,,,,,,1320.2,107.7,370.6,4325.5,371.8,2340.2,3559.2,244.3,935.4,,,58.7,3,999.7,5
Al Ahsa - KFU,25.34616,49.5956,01/01/2020 00:00:00,16.3,0.5,,,,,,,1366.1,435.1,477.7,4799.8,1373.2,2336.3,3973,949.5,1100.4,,,51.9,3,1000.4,5
Al Ahsa - KFU,25.34616,49.5956,01/02/2020 00:00:00,19.1,0.5,177,4,1.4,0,1.2,,1896,575.3,737.5,4985.1,1587.5,2253.8,4940.6,1113,703.5,13.3,0.1,32.7,3,1000.7,5
Al Ahsa - KFU,25.34616,49.5956,01/03/2020 00:00:00,23.5,0.5,,,,,,,2797,798.5,1003.5,4266.6,1576.1,2376.2,5794.1,1288.3,936.3,,,39.6,3,994.7,5
Al Ahsa - KFU,25.34616,49.5956,01/04/2020 00:00:00,28.2,0.6,137,4.4,1.2,0,1.4,,,,,,,,,,,18.1,0.1,30.3,3.3,993.2,5.5
Al Ahsa - KFU,25.34616,49.5956,01/05/2020 00:00:00,34.3,0.5,,,,,,,2991.5,248.4,849.6,5390.2,432,1910.1,7194.4,446.2,645.7,,,23.2,3,989.8,5
Al Ahsa - KFU,25.34616,49.5956,01/09/2020 00:00:00,36.1,0.5,93,4.1,1.2,0,0.9,,1902.2,584.5,435.2,6615.8,1643.4,873.2,6638.8,1479.5,279.2,10.9,0,21.4,3,987.9,5.1
Al Ahsa - KFU,25.34616,49.5956,01/10/2020 00:00:00,29.7,0.5,,,,,,,1372.2,347.9,245.7,6400.8,1432.8,703.9,5501.7,1137.3,338.4,,,42.9,3,994,5
Al Ahsa - KFU,25.34616,49.5956,01/11/2020 00:00:00,24.4,0.5,293,0,0,0,0,,1402.9,292.7,347.6,5489.3,929.1,1887.3,4461.1,636.6,778.6,0.8,0,41.6,3,999.1,5
Al Ahsa - KFU,25.34616,49.5956,01/12/2020 00:00:00,19,0.5,,,,,,,1408.1,419.6,424,4654.7,1286.4,1656.7,3848.5,830.1,454.4,,,54.6,3,1001.2,5
Al Ahsa - KFU,25.34616,49.5956,01/01/2021 00:00:00,17.9,0.5,,,,,,,1611.5,457.4,517.8,4802.2,1445.9,1602.5,4253.5,919.9,446.7,,,44.7,3,1001.4,5
Al Ahsa - KFU,25.34616,49.5956,01/02/2021 00:00:00,19.7,0.5,,,,,,,1758.4,569.9,605,4909.5,1551.4,2278.8,4782.4,1165.4,917,,,45.6,3,999.4,5
Al Ahsa - KFU,25.34616,49.5956,01/03/2021 00:00:00,25.3,0.5,,,,,,,3062.8,771.9,672.8,3814.1,1182,1583.8,5820.6,1291.5,733.5,,,29.9,3,995.2,5
Al Ahsa - KFU,25.34616,49.5956,01/04/2021 00:00:00,30.1,0.5,0,0,0,0,0,,2924.7,776,642.8,5225.1,1423.2,1577,6957.6,1477.5,598,0,0,16.5,3,993.1,4.9
Al Ahsa - KFU,25.34616,49.5956,01/05/2021 00:00:00,36.3,0.5,,,,,,,2695.9,717.6,640.8,6187.4,1510,1318.6,7523.9,1546.2,405.7,,,19.3,3,987.7,4.9
Al Ahsa - KFU,25.34616,49.5956,01/07/2021 00:00:00,39.7,0.5,0,0,0,0,0,,2690.6,667.8,530.4,5825.2,1291.3,1327,7299.4,1459.4,598.2,0,0,21.2,3,980.3,4.9
Al Ahsa - KFU,25.34616,49.5956,01/08/2021 00:00:00,39.6,0.5,,,,,,,2331.4,163,350.5,6107.7,418.3,796.9,7021.1,439.8,272.4,,,26.1,3,983,4.9
Al Ahsa - KFU,25.34616,49.5956,01/09/2021 00:00:00,35.7,0.5,,,,,,,2036.3,535.3,399.8,5891.9,1320.2,757,6361.6,1318,293.8,,,28.4,3,986.3,4.9
Al Ahsa - KFU,25.34616,49.5956,01/10/2021 00:00:00,31.2,0.5,67,0,0,0,0.2,,1680.5,99,327.3,6010.6,368.4,1076.5,5573,262.5,469.4,6.1,0,31.4,3,993.7,5
Al Ahsa - KFU,25.34616,49.5956,01/11/2021 00:00:00,25.1,0.5,,,,,,,1461.8,122.3,322.4,5092.2,369.4,1031,4390.7,296.8,348.3,,,42.6,3,997.3,5
Al Ahsa - KFU,25.34616,49.5956,01/12/2021 00:00:00,19.3,0.5,,,,,,,1540.5,128.1,474.2,4260.7,410.4,1847.7,3805,260.7,557.5,,,47.5,3,1000.5,5
